class,class_title,counts,yr,patents,uspc,ctg,hjt_num,hjt
556,Organic Compounds -- Part of the Class 532-570 Series,original,1995,158,556,600,14,Chemical
558,Organic Compounds -- Part of the Class 532-570 Series,original,1995,136,558,600,14,Chemical
560,Organic Compounds -- Part of the Class 532-570 Series,original,1995,181,560,600,14,Chemical
562,Organic Compounds -- Part of the Class 532-570 Series,original,1995,166,562,600,14,Chemical
564,Organic Compounds -- Part of the Class 532-570 Series,original,1995,181,564,600,14,Chemical
568,Organic Compounds -- Part of the Class 532-570 Series,original,1995,307,568,600,14,Chemical
570,Organic Compounds -- Part of the Class 532-570 Series,original,1995,87,570,600,14,Chemical
585,Chemistry of Hydrocarbon Compounds,original,1995,231,585,600,19,Chemical
588,Hazardous or Toxic Waste Destruction or Containment,original,1995,91,588,600,19,Chemical
600,Surgery,original,1995,1091,600,600,32,Drugs & Medical
601,Surgery: Kinesitherapy,original,1995,103,601,700,32,Drugs & Medical
602,"Surgery: Splint, Brace, or Bandage",original,1995,187,602,700,32,Drugs & Medical
604,Surgery,original,1995,1191,604,700,32,Drugs & Medical
606,Surgery,original,1995,881,606,700,32,Drugs & Medical
607,"Surgery: Light, Thermal, and Electrical Application",original,1995,354,607,700,32,Drugs & Medical
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",original,1995,233,623,700,39,Drugs & Medical
700,Data Processing:  Generic Control Systems or Specific Applications,original,1995,376,700,700,22,Computers & Communications
701,"Data Processing: Vehicles, Navigation, and Relative Location",original,1995,413,701,800,22,Computers & Communications
702,"Data Processing: Measuring, Calibrating, or Testing",original,1995,218,702,800,22,Computers & Communications
703,"Data Processing:  Structural Design, Modeling, Simulation, and Emulation",original,1995,113,703,800,NA,NA
704,"Data Processing: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression",original,1995,159,704,800,22,Computers & Communications
705,"Data Processing: Financial, Business Practice, Management, or Cost/Price Determination",original,1995,119,705,800,22,Computers & Communications
706,Data Processing: Artificial Intelligence,original,1995,182,706,800,22,Computers & Communications
707,Data Processing:  Database and File Management or Data Structures,original,1995,237,707,800,22,Computers & Communications
708,Electrical Computers:  Arithmetic Processing and Calculating,original,1995,236,708,800,22,Computers & Communications
709,Electrical Computers and Digital Processing Systems:  Multicomputer Data Transferring,original,1995,163,709,800,22,Computers & Communications
710,Electrical Computers and Digital Data Processing Systems:  Input/Output,original,1995,359,710,800,22,Computers & Communications
711,Electrical Computers and Digital Processing Systems: Memory,original,1995,409,711,800,24,Computers & Communications
712,"Electrical Computers and Digital Processing Systems:  Processing Architectures and Instruction Processing (e.g., Processors)",original,1995,258,712,800,22,Computers & Communications
713,Electrical Computers and Digital Processing Systems:  Support,original,1995,241,713,800,22,Computers & Communications
714,Error Detection/Correction and Fault Detection/Recovery,original,1995,664,714,800,22,Computers & Communications
715,"Data Processing:  Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing",original,1995,266,715,800,NA,NA
716,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,original,1995,111,716,800,NA,NA
717,"Data Processing: Software Development, Installation, and Management",original,1995,122,717,800,NA,NA
718,Electrical Computers and Digital Processing Systems: Virtual Machine Task or Process Management or Task Management/Control,original,1995,88,718,800,NA,NA
719,Electrical Computers and Digital Processing Systems: Interprogram Communication or Interprocess Communication (Ipc),original,1995,52,719,800,NA,NA
720,Dynamic Optical Information Storage or Retrieval,original,1995,41,720,800,NA,NA
725,Interactive Video Distribution Systems,original,1995,73,725,800,NA,NA
726,Information Security,original,1995,20,726,800,NA,NA
800,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,original,1995,86,800,800,33,Drugs & Medical
850,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",original,1995,34,850,900,NA,NA
D01,Edible Products,original,1995,35,NA,other,NA,NA
D02,Apparel and Haberdashery,original,1995,316,NA,other,NA,NA
D03,Travel Goods and Personal Belongings,original,1995,353,NA,other,NA,NA
D04,Brushware,original,1995,138,NA,other,NA,NA
D05,Textile or Paper Yard Goods; Sheet Material,original,1995,30,NA,other,NA,NA
D06,Furnishings,original,1995,1282,NA,other,NA,NA
D07,Equipment for Preparing or Serving Food or Drink Not Elsewhere Specified,original,1995,563,NA,other,NA,NA
D08,Tools and Hardware,original,1995,761,NA,other,NA,NA
D09,Packages and Containers for Goods,original,1995,507,NA,other,NA,NA
D10,"Measuring, Testing, or Signalling Instruments",original,1995,689,NA,other,NA,NA
D11,"Jewelry, Symbolic Insignia, and Ornaments",original,1995,380,NA,other,NA,NA
D12,Transportation,original,1995,594,NA,other,NA,NA
D13,"Equipment for Production, Distribution, or Transformation of Energy",original,1995,303,NA,other,NA,NA
D14,"Recording, Communication, or Information Retrieval Equipment",original,1995,1006,NA,other,NA,NA
D15,Machines Not Elsewhere Specified,original,1995,306,NA,other,NA,NA
D16,Photography and Optical Equipment,original,1995,203,NA,other,NA,NA
D17,Musical Instruments,original,1995,39,NA,other,NA,NA
D18,Printing and Office Machinery,original,1995,208,NA,other,NA,NA
D19,Office Supplies;  Artists' and Teachers' Materials,original,1995,290,NA,other,NA,NA
D20,Sales and Advertising Equipment,original,1995,104,NA,other,NA,NA
D21,"Games, Toys, and Sports Goods",original,1995,880,NA,other,NA,NA
D22,"Arms, Pyrotechnics, Hunting and Fishing Equipment",original,1995,165,NA,other,NA,NA
D23,Environmental Heating and Cooling; Fluid Handling and Sanitary Equipment,original,1995,563,NA,other,NA,NA
D24,Medical and Laboratory Equipment,original,1995,513,NA,other,NA,NA
D25,Building Units and Construction Elements,original,1995,259,NA,other,NA,NA
D26,Lighting,original,1995,375,NA,other,NA,NA
D27,Tobacco and Smokers' Supplies,original,1995,31,NA,other,NA,NA
D28,Cosmetic Products and Toilet Articles,original,1995,147,NA,other,NA,NA
D29,"Equipment for Safety, Protection, and Rescue",original,1995,93,NA,other,NA,NA
D30,Animal Husbandry,original,1995,123,NA,other,NA,NA
D32,"Washing, Cleaning, or Drying Machine",original,1995,191,NA,other,NA,NA
D34,Material or Article Handling Equipment,original,1995,196,NA,other,NA,NA
D99,Miscellaneous,original,1995,70,NA,other,NA,NA
PLT,Plants,original,1995,387,NA,other,NA,NA
002,Apparel,no_dupl,1995,474,2,100,63,Others
004,"Baths, Closets, Sinks, and Spittoons",no_dupl,1995,338,4,100,65,Others
005,Beds,no_dupl,1995,412,5,100,65,Others
007,Compound Tools,no_dupl,1995,53,7,100,59,Mechanical
008,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,no_dupl,1995,337,8,100,11,Chemical
012,Boot and Shoe Making,no_dupl,1995,17,12,100,63,Others
014,Bridges,no_dupl,1995,64,14,100,69,Others
015,"Brushing, Scrubbing, and General Cleaning",no_dupl,1995,688,15,100,69,Others
016,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",no_dupl,1995,327,16,100,59,Mechanical
019,Textiles:  Fiber Preparation,no_dupl,1995,99,19,100,11,Chemical
023,Chemistry: Physical Processes,no_dupl,1995,38,23,100,19,Chemical
024,"Buckles, Buttons, Clasps, Etc.",no_dupl,1995,483,24,100,63,Others
026,Textiles: Cloth Finishing,no_dupl,1995,42,26,100,63,Others
027,Undertaking,no_dupl,1995,23,27,100,69,Others
028,Textiles:  Manufacturing,no_dupl,1995,120,28,100,63,Others
029,Metal Working,no_dupl,1995,1700,29,100,52,Mechanical
030,Cutlery,no_dupl,1995,358,30,100,65,Others
033,Geometrical Instruments,no_dupl,1995,481,33,100,69,Others
034,Drying and Gas or Vapor Contact with Solids,no_dupl,1995,292,34,100,19,Chemical
036,"Boots, Shoes, and Leggings",no_dupl,1995,225,36,100,63,Others
037,Excavating,no_dupl,1995,135,37,100,64,Others
038,Textiles:  Ironing or Smoothing,no_dupl,1995,43,38,100,63,Others
040,"Card, Picture, or Sign Exhibiting",no_dupl,1995,456,40,100,69,Others
042,Firearms,no_dupl,1995,178,42,100,59,Mechanical
043,"Fishing, Trapping, and Vermin Destroying",no_dupl,1995,251,43,100,61,Others
044,Fuel and Related Compositions,no_dupl,1995,129,44,100,19,Chemical
047,Plant Husbandry,no_dupl,1995,272,47,100,61,Others
048,Gas: Heating and Illuminating,no_dupl,1995,69,48,100,13,Chemical
049,Movable or Removable Closures,no_dupl,1995,344,49,100,59,Mechanical
051,"Abrasive Tool Making Process, Material, or Composition",no_dupl,1995,100,51,100,59,Mechanical
052,"Static Structures (e.g., Buildings)",no_dupl,1995,1007,52,100,69,Others
053,Package Making,no_dupl,1995,564,53,100,68,Others
054,Harness for Working Animal,no_dupl,1995,24,54,100,69,Others
055,Gas Separation,no_dupl,1995,318,55,100,13,Chemical
056,Harvesters,no_dupl,1995,263,56,100,61,Others
057,"Textiles:  Spinning, Twisting, and Twining",no_dupl,1995,188,57,100,63,Others
059,"Chain, Staple, and Horseshoe Making",no_dupl,1995,32,59,100,69,Others
060,Power Plants,no_dupl,1995,888,60,100,45,Electrical & Electronic
062,Refrigeration,no_dupl,1995,855,62,100,69,Others
063,Jewelry,no_dupl,1995,58,63,100,69,Others
065,Glass Manufacturing,no_dupl,1995,174,65,100,51,Mechanical
066,Textiles:  Knitting,no_dupl,1995,111,66,100,63,Others
068,Textiles:  Fluid Treating Apparatus,no_dupl,1995,132,68,100,63,Others
069,Leather Manufactures,no_dupl,1995,5,69,100,63,Others
070,Locks,no_dupl,1995,311,70,100,65,Others
071,Chemistry: Fertilizers,no_dupl,1995,93,71,100,11,Chemical
072,Metal Deforming,no_dupl,1995,406,72,100,52,Mechanical
073,Measuring and Testing,no_dupl,1995,2050,73,100,43,Electrical & Electronic
074,Machine Element or Mechanism,no_dupl,1995,816,74,100,59,Mechanical
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",no_dupl,1995,367,75,100,52,Mechanical
076,"Metal Tools and Implements, Making",no_dupl,1995,68,76,100,52,Mechanical
079,Button Making,no_dupl,1995,0,79,100,63,Others
081,Tools,no_dupl,1995,250,81,100,59,Mechanical
082,Turning,no_dupl,1995,68,82,100,51,Mechanical
083,Cutting,no_dupl,1995,424,83,100,51,Mechanical
084,Music,no_dupl,1995,398,84,100,69,Others
086,Ammunition and Explosive-Charge Making,no_dupl,1995,30,86,100,59,Mechanical
087,"Textiles: Braiding, Netting, and Lace Making",no_dupl,1995,17,87,100,63,Others
089,Ordnance,no_dupl,1995,195,89,100,59,Mechanical
091,Motors: Expansible Chamber Type,no_dupl,1995,214,91,100,53,Mechanical
092,Expansible Chamber Devices,no_dupl,1995,234,92,100,53,Mechanical
095,Gas Separation:  Processes,no_dupl,1995,270,95,100,13,Chemical
096,Gas Separation:  Apparatus,no_dupl,1995,240,96,100,13,Chemical
099,Foods and Beverages: Apparatus,no_dupl,1995,493,99,100,61,Others
100,Presses,no_dupl,1995,253,100,100,59,Mechanical
101,Printing,no_dupl,1995,477,101,200,69,Others
102,Ammunition and Explosives,no_dupl,1995,268,102,200,19,Chemical
104,Railways,no_dupl,1995,152,104,200,55,Mechanical
105,Railway Rolling Stock,no_dupl,1995,124,105,200,55,Mechanical
106,Compositions:  Coating or Plastic,no_dupl,1995,796,106,200,12,Chemical
108,Horizontally Supported Planar Surfaces,no_dupl,1995,281,108,200,69,Others
109,"Safes, Bank Protection, or a Related Device",no_dupl,1995,39,109,200,69,Others
110,Furnaces,no_dupl,1995,185,110,200,66,Others
111,Planting,no_dupl,1995,61,111,200,61,Others
112,Sewing,no_dupl,1995,184,112,200,63,Others
114,Ships,no_dupl,1995,368,114,200,55,Mechanical
116,Signals and Indicators,no_dupl,1995,182,116,200,69,Others
117,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",no_dupl,1995,278,117,200,19,Chemical
118,Coating Apparatus,no_dupl,1995,665,118,200,12,Chemical
119,Animal Husbandry,no_dupl,1995,313,119,200,61,Others
122,Liquid Heaters and Vaporizers,no_dupl,1995,123,122,200,66,Others
123,Internal-Combustion Engines,no_dupl,1995,1124,123,200,53,Mechanical
124,Mechanical Guns and Projectors,no_dupl,1995,148,124,200,59,Mechanical
125,Stone Working,no_dupl,1995,42,125,200,51,Mechanical
126,Stoves and Furnaces,no_dupl,1995,331,126,200,66,Others
127,"Sugar, Starch, and Carbohydrates",no_dupl,1995,54,127,200,11,Chemical
128,Surgery,no_dupl,1995,873,128,200,32,Drugs & Medical
131,Tobacco,no_dupl,1995,111,131,200,61,Others
132,Toilet,no_dupl,1995,152,132,200,65,Others
134,Cleaning and Liquid Contact with Solids,no_dupl,1995,613,134,200,69,Others
135,"Tent, Canopy, Umbrella, or Cane",no_dupl,1995,149,135,200,69,Others
136,Batteries:  Thermoelectric and Photoelectric,no_dupl,1995,176,136,200,45,Electrical & Electronic
137,Fluid Handling,no_dupl,1995,1067,137,200,69,Others
138,Pipes and Tubular Conduits,no_dupl,1995,335,138,200,67,Others
139,Textiles:  Weaving,no_dupl,1995,177,139,200,63,Others
140,Wireworking,no_dupl,1995,53,140,200,52,Mechanical
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",no_dupl,1995,344,141,200,51,Mechanical
142,Wood Turning,no_dupl,1995,4,142,200,51,Mechanical
144,Woodworking,no_dupl,1995,157,144,200,51,Mechanical
147,Coopering,no_dupl,1995,2,147,200,52,Mechanical
148,Metal Treatment,no_dupl,1995,924,148,200,52,Mechanical
149,Explosive and Thermic Compositions or Charges,no_dupl,1995,101,149,200,19,Chemical
150,"Purses, Wallets, and Protective Covers",no_dupl,1995,63,150,200,69,Others
152,Resilient Tires and Wheels,no_dupl,1995,189,152,200,55,Mechanical
156,Adhesive Bonding and Miscellaneous Chemical Manufacture,no_dupl,1995,1490,156,200,19,Chemical
157,Wheelwright Machines,no_dupl,1995,8,157,200,59,Mechanical
159,Concentrating Evaporators,no_dupl,1995,49,159,200,19,Chemical
160,"Flexible or Portable Closure, Partition, or Panel",no_dupl,1995,233,160,200,69,Others
162,Paper Making and Fiber Liberation,no_dupl,1995,355,162,200,19,Chemical
163,Needle and Pin Making,no_dupl,1995,9,163,200,52,Mechanical
164,Metal Founding,no_dupl,1995,239,164,200,52,Mechanical
165,Heat Exchange,no_dupl,1995,567,165,200,66,Others
166,Wells,no_dupl,1995,527,166,200,64,Others
